dpa_provin,periodo,anio,trimestre,homicidios,homicidios_ASESINATO,homicidios_FEMICIDIO,homicidios_HOMICIDIO,homicidios_SICARIATO,poblacion,tasa_homicidios_100k
01,2018-Q1,2018,1,10,5,2,3,0,808420.0,1.2369807773187205
01,2018-Q2,2018,2,13,8,0,5,0,808420.0,1.6080750105143367
01,2018-Q3,2018,3,10,5,2,3,0,808420.0,1.2369807773187205
01,2018-Q4,2018,4,5,2,0,3,0,808420.0,0.6184903886593602
01,2019-Q1,2019,1,3,3,0,0,0,820239.0,0.3657470566505616
01,2019-Q2,2019,2,12,7,1,4,0,820239.0,1.4629882266022465
01,2019-Q3,2019,3,4,2,0,2,0,820239.0,0.4876627422007488
01,2019-Q4,2019,4,5,3,0,2,0,820239.0,0.609578427750936
01,2020-Q1,2020,1,10,7,0,3,0,825590.0,1.2112549812861106
01,2020-Q2,2020,2,7,1,2,4,0,825590.0,0.8478784869002773
01,2020-Q3,2020,3,6,2,1,3,0,825590.0,0.7267529887716663
01,2020-Q4,2020,4,10,5,1,4,0,825590.0,1.2112549812861106
01,2021-Q1,2021,1,41,36,2,3,0,825773.0,4.965044873106774
01,2021-Q2,2021,2,7,2,2,3,0,825773.0,0.8476905880914004
01,2021-Q3,2021,3,4,2,0,2,0,825773.0,0.48439462176651454
01,2021-Q4,2021,4,7,3,0,4,0,825773.0,0.8476905880914004
01,2022-Q1,2022,1,14,9,0,5,0,826246.0,1.6944106234704919
01,2022-Q2,2022,2,37,30,4,3,0,826246.0,4.478085219172014
01,2022-Q3,2022,3,11,9,1,1,0,826246.0,1.331322632726815
01,2022-Q4,2022,4,13,10,1,2,0,826246.0,1.5733812932225997
01,2023-Q1,2023,1,16,13,0,3,0,828172.0,1.9319658235245818
01,2023-Q2,2023,2,14,12,0,2,0,828172.0,1.690470095584009
01,2023-Q3,2023,3,17,9,0,8,0,828172.0,2.0527136874948684
01,2023-Q4,2023,4,11,8,1,2,0,828172.0,1.32822650367315
01,2024-Q1,2024,1,10,5,1,4,0,831220.0,1.20305093717668
01,2024-Q2,2024,2,38,33,1,3,1,831220.0,4.571593561271384
01,2024-Q3,2024,3,32,32,0,0,0,831220.0,3.8497629989653763
01,2024-Q4,2024,4,10,9,1,0,0,831220.0,1.20305093717668
01,2025-Q1,2025,1,8,4,1,3,0,834958.0,0.9581320258024955
01,2025-Q2,2025,2,5,4,1,0,0,834958.0,0.5988325161265596
01,2025-Q3,2025,3,7,6,1,0,0,834958.0,0.8383655225771836
01,2025-Q4,2025,4,19,15,0,2,2,834958.0,2.2755635612809266
01,2026-Q1,2026,1,12,9,0,2,1,839268.0,1.429817412316447
01,2026-Q2,2026,2,10,8,0,2,0,839268.0,1.191514510263706
02,2018-Q1,2018,1,4,4,0,0,0,209822.0,1.9063777868860272
02,2018-Q2,2018,2,2,1,1,0,0,209822.0,0.9531888934430136
02,2018-Q3,2018,3,3,3,0,0,0,209822.0,1.4297833401645204
02,2018-Q4,2018,4,3,3,0,0,0,209822.0,1.4297833401645204
02,2019-Q1,2019,1,1,1,0,0,0,209046.0,0.47836361375008374
02,2019-Q2,2019,2,0,0,0,0,0,209046.0,0.0
02,2019-Q3,2019,3,2,2,0,0,0,209046.0,0.9567272275001675
02,2019-Q4,2019,4,6,2,0,1,3,209046.0,2.8701816825005024
02,2020-Q1,2020,1,0,0,0,0,0,207926.0,0.0
02,2020-Q2,2020,2,3,1,2,0,0,207926.0,1.44282100362629
02,2020-Q3,2020,3,2,1,1,0,0,207926.0,0.9618806690841935
02,2020-Q4,2020,4,7,4,0,3,0,207926.0,3.3665823417946767
02,2021-Q1,2021,1,3,0,0,3,0,206608.0,1.4520250909935724
02,2021-Q2,2021,2,2,2,0,0,0,206608.0,0.9680167273290482
02,2021-Q3,2021,3,1,1,0,0,0,206608.0,0.4840083636645241
02,2021-Q4,2021,4,1,1,0,0,0,206608.0,0.4840083636645241
02,2022-Q1,2022,1,2,1,0,0,1,205544.0,0.9730276729070175
02,2022-Q2,2022,2,5,3,2,0,0,205544.0,2.4325691822675437
02,2022-Q3,2022,3,2,1,0,1,0,205544.0,0.9730276729070175
02,2022-Q4,2022,4,4,2,0,2,0,205544.0,1.946055345814035
02,2023-Q1,2023,1,4,2,2,0,0,204819.0,1.9529438186886958
02,2023-Q2,2023,2,6,5,0,1,0,204819.0,2.9294157280330437
02,2023-Q3,2023,3,5,4,1,0,0,204819.0,2.44117977336087
02,2023-Q4,2023,4,9,9,0,0,0,204819.0,4.394123592049565
02,2024-Q1,2024,1,8,8,0,0,0,204410.0,3.9137028521109536
02,2024-Q2,2024,2,3,2,1,0,0,204410.0,1.4676385695416077
02,2024-Q3,2024,3,6,3,0,3,0,204410.0,2.9352771390832153
02,2024-Q4,2024,4,13,13,0,0,0,204410.0,6.3597671346802995
02,2025-Q1,2025,1,8,7,0,1,0,204351.0,3.9148328121712153
02,2025-Q2,2025,2,14,14,0,0,0,204351.0,6.8509574212996265
02,2025-Q3,2025,3,5,5,0,0,0,204351.0,2.4467705076070096
02,2025-Q4,2025,4,10,9,0,1,0,204351.0,4.893541015214019
02,2026-Q1,2026,1,4,4,0,0,0,204620.0,1.9548431238393118
02,2026-Q2,2026,2,7,6,0,1,0,204620.0,3.420975466718796
03,2018-Q1,2018,1,2,2,0,0,0,237689.0,0.8414356575188586
03,2018-Q2,2018,2,4,2,0,2,0,237689.0,1.6828713150377173
03,2018-Q3,2018,3,1,1,0,0,0,237689.0,0.4207178287594293
03,2018-Q4,2018,4,3,2,0,1,0,237689.0,1.262153486278288
03,2019-Q1,2019,1,1,1,0,0,0,237967.0,0.4202263339034404
03,2019-Q2,2019,2,6,3,0,3,0,237967.0,2.521358003420642
03,2019-Q3,2019,3,3,3,0,0,0,237967.0,1.260679001710321
03,2019-Q4,2019,4,4,4,0,0,0,237967.0,1.6809053356137615
03,2020-Q1,2020,1,4,3,0,1,0,238020.0,1.6805310478111084
03,2020-Q2,2020,2,6,5,0,0,1,238020.0,2.5207965717166623
03,2020-Q3,2020,3,8,6,0,2,0,238020.0,3.361062095622217
03,2020-Q4,2020,4,9,7,1,1,0,238020.0,3.781194857574994
03,2021-Q1,2021,1,18,17,0,1,0,237790.0,7.56970436099079
03,2021-Q2,2021,2,10,10,0,0,0,237790.0,4.2053913116615504
03,2021-Q3,2021,3,29,29,0,0,0,237790.0,12.195634803818495
03,2021-Q4,2021,4,12,12,0,0,0,237790.0,5.0464695739938605
03,2022-Q1,2022,1,28,27,0,1,0,237584.0,11.785305407771567
03,2022-Q2,2022,2,32,31,0,1,0,237584.0,13.468920466024649
03,2022-Q3,2022,3,39,33,1,5,0,237584.0,16.41524681796754
03,2022-Q4,2022,4,24,23,1,0,0,237584.0,10.101690349518487
03,2023-Q1,2023,1,21,20,1,0,0,237527.0,8.841100169664923
03,2023-Q2,2023,2,25,24,0,1,0,237527.0,10.525119249601097
03,2023-Q3,2023,3,35,32,0,3,0,237527.0,14.735166949441536
03,2023-Q4,2023,4,31,27,0,3,1,237527.0,13.051147869505362
03,2024-Q1,2024,1,20,20,0,0,0,237470.0,8.422116477870889
03,2024-Q2,2024,2,42,41,0,1,0,237470.0,17.686444603528866
03,2024-Q3,2024,3,28,27,0,1,0,237470.0,11.790963069019245
03,2024-Q4,2024,4,19,17,0,2,0,237470.0,8.001010653977344
03,2025-Q1,2025,1,18,17,0,1,0,237460.0,7.580224037732671
03,2025-Q2,2025,2,15,15,0,0,0,237460.0,6.316853364777225
03,2025-Q3,2025,3,28,28,0,0,0,237460.0,11.79145961425082
03,2025-Q4,2025,4,38,35,1,2,0,237460.0,16.00269519076897
03,2026-Q1,2026,1,32,31,0,1,0,237517.0,13.472719847421448
03,2026-Q2,2026,2,17,17,0,0,0,237517.0,7.157382418942644
04,2018-Q1,2018,1,3,1,0,2,0,182430.0,1.64446637066272
04,2018-Q2,2018,2,0,0,0,0,0,182430.0,0.0
04,2018-Q3,2018,3,3,1,0,2,0,182430.0,1.64446637066272
04,2018-Q4,2018,4,3,1,1,1,0,182430.0,1.64446637066272
04,2019-Q1,2019,1,2,0,2,0,0,183616.0,1.0892296967584525
04,2019-Q2,2019,2,2,1,0,1,0,183616.0,1.0892296967584525
04,2019-Q3,2019,3,0,0,0,0,0,183616.0,0.0
04,2019-Q4,2019,4,1,0,0,1,0,183616.0,0.5446148483792262
04,2020-Q1,2020,1,3,1,0,2,0,183603.0,1.6339602294080162
04,2020-Q2,2020,2,0,0,0,0,0,183603.0,0.0
04,2020-Q3,2020,3,2,1,1,0,0,183603.0,1.0893068196053441
04,2020-Q4,2020,4,2,1,0,1,0,183603.0,1.0893068196053441
04,2021-Q1,2021,1,2,1,1,0,0,182445.0,1.0962207788648635
04,2021-Q2,2021,2,0,0,0,0,0,182445.0,0.0
04,2021-Q3,2021,3,3,3,0,0,0,182445.0,1.644331168297295
04,2021-Q4,2021,4,1,1,0,0,0,182445.0,0.5481103894324317
04,2022-Q1,2022,1,6,2,3,1,0,180776.0,3.319024649289729
04,2022-Q2,2022,2,2,1,0,1,0,180776.0,1.106341549763243
04,2022-Q3,2022,3,2,0,1,1,0,180776.0,1.106341549763243
04,2022-Q4,2022,4,2,1,0,1,0,180776.0,1.106341549763243
04,2023-Q1,2023,1,2,2,0,0,0,179142.0,1.1164327740005136
04,2023-Q2,2023,2,3,2,0,1,0,179142.0,1.6746491610007703
04,2023-Q3,2023,3,1,1,0,0,0,179142.0,0.5582163870002568
04,2023-Q4,2023,4,7,2,3,2,0,179142.0,3.9075147090017976
04,2024-Q1,2024,1,3,0,1,2,0,177813.0,1.6871657302896863
04,2024-Q2,2024,2,0,0,0,0,0,177813.0,0.0
04,2024-Q3,2024,3,3,1,1,1,0,177813.0,1.6871657302896863
04,2024-Q4,2024,4,2,2,0,0,0,177813.0,1.1247771535264575
04,2025-Q1,2025,1,4,0,0,4,0,177020.0,2.2596316800361542
04,2025-Q2,2025,2,2,1,0,1,0,177020.0,1.1298158400180771
04,2025-Q3,2025,3,5,4,0,1,0,177020.0,2.8245396000451928
04,2025-Q4,2025,4,2,0,0,2,0,177020.0,1.1298158400180771
04,2026-Q1,2026,1,2,0,0,2,0,176748.0,1.131554529612782
04,2026-Q2,2026,2,6,4,0,2,0,176748.0,3.394663588838346
05,2018-Q1,2018,1,3,3,0,0,0,461715.0,0.6497514700627011
05,2018-Q2,2018,2,3,3,0,0,0,461715.0,0.6497514700627011
05,2018-Q3,2018,3,2,1,0,1,0,461715.0,0.43316764670846736
05,2018-Q4,2018,4,3,2,0,1,0,461715.0,0.6497514700627011
05,2019-Q1,2019,1,11,6,4,1,0,466924.0,2.3558437775740804
05,2019-Q2,2019,2,3,2,1,0,0,466924.0,0.6425028484292947
05,2019-Q3,2019,3,8,5,1,2,0,466924.0,1.7133409291447859
05,2019-Q4,2019,4,6,2,0,4,0,466924.0,1.2850056968585895
05,2020-Q1,2020,1,6,4,1,1,0,471628.0,1.2721890981875545
05,2020-Q2,2020,2,6,5,0,1,0,471628.0,1.2721890981875545
05,2020-Q3,2020,3,6,3,2,1,0,471628.0,1.2721890981875545
05,2020-Q4,2020,4,10,8,0,2,0,471628.0,2.1203151636459245
05,2021-Q1,2021,1,11,8,1,2,0,475870.0,2.311555676970601
05,2021-Q2,2021,2,7,2,2,2,1,475870.0,1.470989976254019
05,2021-Q3,2021,3,21,20,1,0,0,475870.0,4.412969928762057
05,2021-Q4,2021,4,8,5,1,2,0,475870.0,1.6811314014331644
05,2022-Q1,2022,1,6,6,0,0,0,480270.0,1.2492972702854643
05,2022-Q2,2022,2,6,1,3,2,0,480270.0,1.2492972702854643
05,2022-Q3,2022,3,3,3,0,0,0,480270.0,0.6246486351427322
05,2022-Q4,2022,4,16,16,0,0,0,480270.0,3.331459387427905
05,2023-Q1,2023,1,6,3,2,1,0,484792.0,1.2376441855476163
05,2023-Q2,2023,2,13,9,3,1,0,484792.0,2.681562402019835
05,2023-Q3,2023,3,9,5,1,3,0,484792.0,1.8564662783214245
05,2023-Q4,2023,4,8,5,2,1,0,484792.0,1.6501922473968218
05,2024-Q1,2024,1,4,3,0,1,0,489147.0,0.8177500833082897
05,2024-Q2,2024,2,7,4,2,1,0,489147.0,1.431062645789507
05,2024-Q3,2024,3,4,3,0,1,0,489147.0,0.8177500833082897
05,2024-Q4,2024,4,12,5,1,5,1,489147.0,2.4532502499248694
05,2025-Q1,2025,1,16,10,0,6,0,493382.0,3.242923333238748
05,2025-Q2,2025,2,9,7,1,1,0,493382.0,1.8241443749467958
05,2025-Q3,2025,3,4,3,0,1,0,493382.0,0.810730833309687
05,2025-Q4,2025,4,12,6,2,4,0,493382.0,2.432192499929061
05,2026-Q1,2026,1,9,6,0,3,0,497544.0,1.8088852443201002
05,2026-Q2,2026,2,12,7,1,4,0,497544.0,2.4118469924268005
06,2018-Q1,2018,1,5,2,2,1,0,500340.0,0.9993204620857816
06,2018-Q2,2018,2,3,2,0,1,0,500340.0,0.599592277251469
06,2018-Q3,2018,3,4,0,0,4,0,500340.0,0.7994563696686253
06,2018-Q4,2018,4,3,2,1,0,0,500340.0,0.599592277251469
06,2019-Q1,2019,1,3,2,0,1,0,499939.0,0.6000732089314896
06,2019-Q2,2019,2,2,1,0,1,0,499939.0,0.4000488059543264
06,2019-Q3,2019,3,7,3,0,4,0,499939.0,1.4001708208401424
06,2019-Q4,2019,4,1,1,0,0,0,499939.0,0.2000244029771632
06,2020-Q1,2020,1,5,3,0,2,0,498371.0,1.0032686492592868
06,2020-Q2,2020,2,3,3,0,0,0,498371.0,0.6019611895555721
06,2020-Q3,2020,3,3,3,0,0,0,498371.0,0.6019611895555721
06,2020-Q4,2020,4,2,1,1,0,0,498371.0,0.4013074597037147
06,2021-Q1,2021,1,5,1,0,4,0,495781.0,1.0085098057408413
06,2021-Q2,2021,2,3,3,0,0,0,495781.0,0.6051058834445048
06,2021-Q3,2021,3,4,4,0,0,0,495781.0,0.806807844592673
06,2021-Q4,2021,4,3,1,1,0,1,495781.0,0.6051058834445048
06,2022-Q1,2022,1,2,2,0,0,0,493084.0,0.4056104030956186
06,2022-Q2,2022,2,2,1,1,0,0,493084.0,0.4056104030956186
06,2022-Q3,2022,3,8,7,0,1,0,493084.0,1.6224416123824743
06,2022-Q4,2022,4,3,2,1,0,0,493084.0,0.6084156046434279
06,2023-Q1,2023,1,8,6,0,2,0,490774.0,1.630078203001789
06,2023-Q2,2023,2,6,5,0,1,0,490774.0,1.2225586522513419
06,2023-Q3,2023,3,9,9,0,0,0,490774.0,1.8338379783770127
06,2023-Q4,2023,4,3,1,0,2,0,490774.0,0.6112793261256709
06,2024-Q1,2024,1,4,2,2,0,0,488857.0,0.8182351894316743
06,2024-Q2,2024,2,5,3,0,2,0,488857.0,1.0227939867895928
06,2024-Q3,2024,3,2,0,0,2,0,488857.0,0.40911759471583714
06,2024-Q4,2024,4,1,0,0,1,0,488857.0,0.20455879735791857
06,2025-Q1,2025,1,7,6,0,1,0,487355.0,1.4363246504088396
06,2025-Q2,2025,2,6,5,0,1,0,487355.0,1.2311354146361482
06,2025-Q3,2025,3,1,1,0,0,0,487355.0,0.20518923577269135
06,2025-Q4,2025,4,5,3,0,1,1,487355.0,1.0259461788634567
06,2026-Q1,2026,1,2,1,0,1,0,486213.0,0.4113423540711581
06,2026-Q2,2026,2,3,2,1,0,0,486213.0,0.6170135311067372
07,2018-Q1,2018,1,11,11,0,0,0,718677.0,1.530590237338888
07,2018-Q2,2018,2,18,14,1,2,1,718677.0,2.504602206554544
07,2018-Q3,2018,3,11,9,1,1,0,718677.0,1.530590237338888
07,2018-Q4,2018,4,14,10,1,2,1,718677.0,1.948023938431312
07,2019-Q1,2019,1,17,14,0,3,0,728281.0,2.3342638349757854
07,2019-Q2,2019,2,22,11,4,7,0,728281.0,3.0208120217333696
07,2019-Q3,2019,3,20,14,0,5,1,728281.0,2.746192747030336
07,2019-Q4,2019,4,27,21,1,5,0,728281.0,3.7073602084909534
07,2020-Q1,2020,1,25,17,0,8,0,734775.0,3.4024020958796912
07,2020-Q2,2020,2,20,13,2,5,0,734775.0,2.721921676703753
07,2020-Q3,2020,3,17,13,1,2,1,734775.0,2.31363342519819
07,2020-Q4,2020,4,33,31,0,1,1,734775.0,4.491170766561193
07,2021-Q1,2021,1,36,34,0,2,0,738399.0,4.875412886528828
07,2021-Q2,2021,2,36,33,0,3,0,738399.0,4.875412886528828
07,2021-Q3,2021,3,36,34,1,1,0,738399.0,4.875412886528828
07,2021-Q4,2021,4,38,31,2,5,0,738399.0,5.146269158002652
07,2022-Q1,2022,1,65,58,0,1,6,741473.0,8.76633404048428
07,2022-Q2,2022,2,69,68,1,0,0,741473.0,9.305800750667927
07,2022-Q3,2022,3,83,77,0,5,1,741473.0,11.193934236310694
07,2022-Q4,2022,4,77,73,2,1,1,741473.0,10.384734171035223
07,2023-Q1,2023,1,151,144,1,6,0,744811.0,20.273599611176525
07,2023-Q2,2023,2,148,144,1,3,0,744811.0,19.87081286393461
07,2023-Q3,2023,3,160,153,3,2,2,744811.0,21.48195985290228
07,2023-Q4,2023,4,106,102,2,2,0,744811.0,14.23179840254776
07,2024-Q1,2024,1,41,39,0,1,1,748627.0,5.476692665372743
07,2024-Q2,2024,2,117,110,4,3,0,748627.0,15.628610776795387
07,2024-Q3,2024,3,190,187,0,3,0,748627.0,25.37979527855661
07,2024-Q4,2024,4,246,242,1,3,0,748627.0,32.86015599223646
07,2025-Q1,2025,1,166,162,0,4,0,753036.0,22.044098821304694
07,2025-Q2,2025,2,153,150,1,2,0,753036.0,20.317753732889265
07,2025-Q3,2025,3,204,202,1,1,0,753036.0,27.09033831051902
07,2025-Q4,2025,4,264,260,0,2,2,753036.0,35.058084872436375
07,2026-Q1,2026,1,273,269,3,1,0,757938.0,36.018777261464656
07,2026-Q2,2026,2,245,238,3,1,3,757938.0,32.32454369618623
08,2018-Q1,2018,1,22,17,3,2,0,583774.0,3.7685816771558858
08,2018-Q2,2018,2,23,14,2,7,0,583774.0,3.939880844299335
08,2018-Q3,2018,3,22,17,1,4,0,583774.0,3.7685816771558858
08,2018-Q4,2018,4,12,8,0,4,0,583774.0,2.0555900057213923
08,2019-Q1,2019,1,16,13,0,3,0,587721.0,2.7223801769887412
08,2019-Q2,2019,2,17,14,0,3,0,587721.0,2.8925289380505377
08,2019-Q3,2019,3,10,10,0,0,0,587721.0,1.7014876106179633
08,2019-Q4,2019,4,24,18,0,6,0,587721.0,4.083570265483112
08,2020-Q1,2020,1,10,8,0,2,0,590909.0,1.692307952662762
08,2020-Q2,2020,2,12,9,0,3,0,590909.0,2.0307695431953143
08,2020-Q3,2020,3,24,20,0,3,1,590909.0,4.061539086390629
08,2020-Q4,2020,4,34,31,1,2,0,590909.0,5.75384703905339
08,2021-Q1,2021,1,23,20,0,3,0,593324.0,3.8764654724905787
08,2021-Q2,2021,2,38,36,2,0,0,593324.0,6.404595128462695
08,2021-Q3,2021,3,37,32,1,4,0,593324.0,6.236053151397887
08,2021-Q4,2021,4,52,46,1,4,1,593324.0,8.764182807370004
08,2022-Q1,2022,1,112,110,1,1,0,595674.0,18.802230750376886
08,2022-Q2,2022,2,130,126,1,3,0,595674.0,21.824017835258882
08,2022-Q3,2022,3,156,152,0,4,0,595674.0,26.18882140231066
08,2022-Q4,2022,4,129,126,2,1,0,595674.0,21.656140774987662
08,2023-Q1,2023,1,120,114,1,5,0,598430.0,20.052470631485722
08,2023-Q2,2023,2,128,119,0,6,3,598430.0,21.389302006918104
08,2023-Q3,2023,3,110,102,4,4,0,598430.0,18.381431412195244
08,2023-Q4,2023,4,119,114,0,3,2,598430.0,19.885366709556674
08,2024-Q1,2024,1,65,61,2,1,1,601626.0,10.804054346055523
08,2024-Q2,2024,2,70,61,2,7,0,601626.0,11.635135449598256
08,2024-Q3,2024,3,82,76,0,6,0,601626.0,13.629730098100813
08,2024-Q4,2024,4,81,72,2,7,0,601626.0,13.463513877392266
08,2025-Q1,2025,1,103,96,3,3,1,605377.0,17.014191156915444
08,2025-Q2,2025,2,86,82,2,2,0,605377.0,14.206023684414836
08,2025-Q3,2025,3,73,70,1,2,0,605377.0,12.05860149956143
08,2025-Q4,2025,4,102,100,1,1,0,605377.0,16.849004835003644
08,2026-Q1,2026,1,73,68,0,4,1,609590.0,11.975262061385521
08,2026-Q2,2026,2,98,95,1,2,0,609590.0,16.07637920569563
09,2018-Q1,2018,1,74,67,1,6,0,4410700.0,1.6777382274922348
09,2018-Q2,2018,2,81,69,7,5,0,4410700.0,1.8364431949577165
09,2018-Q3,2018,3,70,65,2,3,0,4410700.0,1.5870496746548166
09,2018-Q4,2018,4,66,56,4,3,3,4410700.0,1.4963611218173987
09,2019-Q1,2019,1,78,66,3,8,1,4509756.0,1.729583596096995
09,2019-Q2,2019,2,122,111,7,4,0,4509756.0,2.7052461374850436
09,2019-Q3,2019,3,98,91,3,4,0,4509756.0,2.173066569455199
09,2019-Q4,2019,4,112,101,4,7,0,4509756.0,2.4835046508059415
09,2020-Q1,2020,1,120,109,2,9,0,4568499.0,2.626683293571915
09,2020-Q2,2020,2,127,120,3,4,0,4568499.0,2.7799064856969435
09,2020-Q3,2020,3,129,119,4,4,2,4568499.0,2.8236845405898086
09,2020-Q4,2020,4,151,143,3,5,0,4568499.0,3.3052431444113264
09,2021-Q1,2021,1,229,217,3,9,0,4601037.0,4.977138849350701
09,2021-Q2,2021,2,216,202,6,8,0,4601037.0,4.69459384916922
09,2021-Q3,2021,3,354,343,1,8,2,4601037.0,7.693917697249555
09,2021-Q4,2021,4,356,333,5,17,1,4601037.0,7.737386158815936
09,2022-Q1,2022,1,448,438,3,6,1,4643432.0,9.648036193918635
09,2022-Q2,2022,2,464,447,6,9,2,4643432.0,9.992608915130015
09,2022-Q3,2022,3,514,498,4,6,6,4643432.0,11.069398668915579
09,2022-Q4,2022,4,629,606,5,11,7,4643432.0,13.54601510262237
09,2023-Q1,2023,1,755,729,7,17,2,4690613.0,16.09597722088776
09,2023-Q2,2023,2,954,934,4,12,4,4690613.0,20.338493071161487
09,2023-Q3,2023,3,1044,1029,3,11,1,4690613.0,22.257218832591818
09,2023-Q4,2023,4,1058,1040,5,11,2,4690613.0,22.555687284369867
09,2024-Q1,2024,1,650,636,7,7,0,4739771.0,13.713742710354571
09,2024-Q2,2024,2,758,741,3,12,2,4739771.0,15.992333806844254
09,2024-Q3,2024,3,861,841,3,14,3,4739771.0,18.165434574792748
09,2024-Q4,2024,4,955,941,5,4,5,4739771.0,20.148652751367102
09,2025-Q1,2025,1,1227,1211,4,10,2,4788157.0,25.625726140558882
09,2025-Q2,2025,2,1063,1044,0,18,1,4788157.0,22.200608710198935
09,2025-Q3,2025,3,863,840,3,16,4,4788157.0,18.023636234150217
09,2025-Q4,2025,4,960,941,0,15,4,4788157.0,20.049467885033845
09,2026-Q1,2026,1,933,915,2,8,8,4835479.0,19.29488267863432
09,2026-Q2,2026,2,813,793,6,10,4,4835479.0,16.813225742475563
10,2018-Q1,2018,1,5,3,0,2,0,468835.0,1.0664732795119818
10,2018-Q2,2018,2,8,4,2,2,0,468835.0,1.7063572472191708
10,2018-Q3,2018,3,5,1,0,4,0,468835.0,1.0664732795119818
10,2018-Q4,2018,4,6,4,0,2,0,468835.0,1.2797679354143783
10,2019-Q1,2019,1,8,4,1,3,0,474152.0,1.6872226627748064
10,2019-Q2,2019,2,12,11,0,1,0,474152.0,2.5308339941622098
10,2019-Q3,2019,3,2,2,0,0,0,474152.0,0.4218056656937016
10,2019-Q4,2019,4,4,2,0,2,0,474152.0,0.8436113313874032
10,2020-Q1,2020,1,6,5,1,0,0,478631.0,1.2535753012236983
10,2020-Q2,2020,2,5,3,0,2,0,478631.0,1.044646084353082
10,2020-Q3,2020,3,6,3,1,2,0,478631.0,1.2535753012236983
10,2020-Q4,2020,4,5,2,3,0,0,478631.0,1.044646084353082
10,2021-Q1,2021,1,2,1,0,1,0,482224.0,0.41474501476492254
10,2021-Q2,2021,2,7,3,0,4,0,482224.0,1.4516075516772289
10,2021-Q3,2021,3,7,3,2,2,0,482224.0,1.4516075516772289
10,2021-Q4,2021,4,6,5,0,1,0,482224.0,1.2442350442947676
10,2022-Q1,2022,1,5,3,2,0,0,485913.0,1.0289907864164984
10,2022-Q2,2022,2,4,2,0,1,1,485913.0,0.8231926291331988
10,2022-Q3,2022,3,5,1,1,3,0,485913.0,1.0289907864164984
10,2022-Q4,2022,4,2,1,1,0,0,485913.0,0.4115963145665994
10,2023-Q1,2023,1,11,4,2,5,0,489961.0,2.2450766489577743
10,2023-Q2,2023,2,6,2,1,3,0,489961.0,1.224587263067877
10,2023-Q3,2023,3,11,8,0,3,0,489961.0,2.2450766489577743
10,2023-Q4,2023,4,4,1,0,3,0,489961.0,0.8163915087119179
10,2024-Q1,2024,1,8,2,1,5,0,494035.0,1.6193184693392169
10,2024-Q2,2024,2,10,4,2,4,0,494035.0,2.024148086674021
10,2024-Q3,2024,3,5,2,0,3,0,494035.0,1.0120740433370106
10,2024-Q4,2024,4,3,2,1,0,0,494035.0,0.6072444260022063
10,2025-Q1,2025,1,8,7,0,1,0,498140.0,1.605974224113703
10,2025-Q2,2025,2,15,8,2,5,0,498140.0,3.011201670213193
10,2025-Q3,2025,3,10,5,1,4,0,498140.0,2.007467780142129
10,2025-Q4,2025,4,14,8,0,6,0,498140.0,2.81045489219898
10,2026-Q1,2026,1,9,9,0,0,0,502275.0,1.791847095714499
10,2026-Q2,2026,2,6,2,3,1,0,502275.0,1.1945647304763327
11,2018-Q1,2018,1,1,1,0,0,0,497863.0,0.20085846909692023
11,2018-Q2,2018,2,5,2,1,2,0,497863.0,1.0042923454846011
11,2018-Q3,2018,3,3,1,0,2,0,497863.0,0.6025754072907608
11,2018-Q4,2018,4,2,2,0,0,0,497863.0,0.40171693819384047
11,2019-Q1,2019,1,0,0,0,0,0,497948.0,0.0
11,2019-Q2,2019,2,2,0,0,2,0,497948.0,0.40164836488950656
11,2019-Q3,2019,3,2,2,0,0,0,497948.0,0.40164836488950656
11,2019-Q4,2019,4,5,3,2,0,0,497948.0,1.0041209122237664
